place,url,scrape_time,day_of_week,hour_of_day,popularity_percent_normal,popularity_percent_current
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_070002,Saturday,7.0,37.0,14.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_080004,Saturday,8.0,61.0,19.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_090002,Saturday,9.0,78.0,15.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_100002,Saturday,10.0,83.0,13.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_110003,Saturday,11.0,78.0,12.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_120003,Saturday,12.0,74.0,12.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_130004,Saturday,13.0,74.0,17.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_140003,Saturday,14.0,78.0,21.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_150002,Saturday,15.0,82.0,22.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_160002,Saturday,16.0,82.0,20.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_170003,Saturday,17.0,77.0,14.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_180002,Saturday,18.0,68.0,9.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_190002,Saturday,19.0,55.0,7.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_200002,Saturday,20.0,42.0,4.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_210002,Saturday,21.0,29.0,2.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200404_220003,Saturday,22.0,18.0,2.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200405_010002,Sunday,2.0,,2.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200405_030003,Sunday,3.0,,2.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200405_040002,Sunday,1.0,,2.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200405_050002,Sunday,5.0,,3.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200405_060002,Sunday,6.0,9.0,7.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200405_070002,Sunday,7.0,24.0,11.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200405_110002,Sunday,11.0,95.0,16.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200405_110620,Sunday,11.0,95.0,16.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200405_120003,Sunday,12.0,90.0,12.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200405_130002,Sunday,13.0,80.0,9.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200405_140002,Sunday,14.0,79.0,18.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200405_150002,Sunday,15.0,90.0,25.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200405_160004,Sunday,16.0,100.0,26.0
Am69pqEovV7ASBb26; Arth-Goldau SBB,https://goo.gl/maps/Am69pqEovV7ASBb26; Arth-Goldau SBB,20200405_170003,Sunday,17.0,96.0,21.0
CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,https://goo.gl/maps/CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,20200403_060002,Friday,6,7.0,5.0
CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,https://goo.gl/maps/CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,20200403_070002,Friday,7,23.0,13.0
CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,https://goo.gl/maps/CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,20200403_080003,Friday,8,43.0,21.0
CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,https://goo.gl/maps/CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,20200403_090002,Friday,9,51.0,13.0
CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,https://goo.gl/maps/CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,20200403_110002,Friday,11,40.0,8.0
CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,https://goo.gl/maps/CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,20200403_120002,Friday,12,52.0,14.0
CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,https://goo.gl/maps/CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,20200403_130003,Friday,13,61.0,13.0
CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,https://goo.gl/maps/CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,20200403_140002,Friday,14,56.0,7.0
CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,https://goo.gl/maps/CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,20200403_150002,Friday,15,47.0,16.0
CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,https://goo.gl/maps/CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,20200403_160822,Friday,16,43.0,15.0
CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,https://goo.gl/maps/CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,20200403_170002,Friday,17,40.0,17.0
CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,https://goo.gl/maps/CKQDxF7dWwLpcd7w9; Gotthard Raststätte Fahrtrichtung Nord,20200403_180002,Friday,18,35.0,11.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_012012,Friday,1.0,,3.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_040002,Friday,4.0,,3.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_050002,Friday,5.0,17.0,15.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_060002,Friday,6.0,60.0,31.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_070002,Friday,7.0,63.0,29.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_080003,Friday,8.0,30.0,22.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_090002,Friday,9.0,24.0,16.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_100002,Friday,10.0,32.0,24.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_110002,Friday,11.0,42.0,24.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_120002,Friday,12.0,52.0,30.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_130003,Friday,13.0,60.0,39.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_140002,Friday,14.0,66.0,51.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_150002,Friday,15.0,69.0,35.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_160822,Friday,16.0,69.0,27.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_170002,Friday,17.0,65.0,48.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_180002,Friday,18.0,58.0,32.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_190002,Friday,19.0,49.0,22.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_200003,Friday,20.0,39.0,26.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_210002,Friday,21.0,29.0,16.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200403_220003,Friday,22.0,20.0,14.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_010002,Saturday,1.0,1.0,1.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_030002,Saturday,3.0,,1.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_050002,Saturday,5.0,4.0,3.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_060002,Saturday,6.0,11.0,6.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_070002,Saturday,7.0,19.0,12.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_080004,Saturday,8.0,26.0,12.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_090002,Saturday,9.0,30.0,17.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_100002,Saturday,10.0,33.0,17.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_110003,Saturday,11.0,35.0,18.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_120003,Saturday,12.0,39.0,22.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_130004,Saturday,13.0,43.0,22.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_140003,Saturday,14.0,47.0,22.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_150002,Saturday,15.0,50.0,25.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_160002,Saturday,16.0,49.0,18.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_170003,Saturday,17.0,46.0,20.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_180002,Saturday,18.0,40.0,26.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_190002,Saturday,19.0,34.0,30.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_200002,Saturday,20.0,28.0,15.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_210002,Saturday,21.0,23.0,17.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_220003,Saturday,22.0,18.0,12.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200404_230002,Saturday,23.0,12.0,12.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200405_000006,Saturday,24.0,8.0,9.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200405_010002,Sunday,1.0,4.0,6.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200405_050002,Sunday,5.0,,1.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200405_060002,Sunday,6.0,4.0,5.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200405_070002,Sunday,7.0,9.0,8.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200405_110620,Sunday,11.0,32.0,17.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200405_120003,Sunday,12.0,38.0,33.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200405_130002,Sunday,13.0,43.0,25.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200405_140002,Sunday,14.0,47.0,37.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200405_150002,Sunday,15.0,49.0,45.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200405_160004,Sunday,16.0,48.0,35.0
FkTSEEwCyhgnLXVQA; Romanshorn FFS,https://goo.gl/maps/FkTSEEwCyhgnLXVQA; Romanshorn FFS,20200405_170003,Sunday,17.0,44.0,23.0
FxYCjiZAtDKj8Ef5A; Zug FFS,https://goo.gl/maps/FxYCjiZAtDKj8Ef5A; Zug FFS,20200403_012012,Friday,1.0,,1.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_040002,Friday,4.0,4.0,4.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_050002,Friday,5.0,24.0,11.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_060002,Friday,6.0,52.0,26.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_070002,Friday,7.0,65.0,38.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_080003,Friday,8.0,49.0,24.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_090002,Friday,9.0,26.0,6.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_100002,Friday,10.0,16.0,28.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_110002,Friday,11.0,18.0,21.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_120002,Friday,12.0,25.0,17.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_130003,Friday,13.0,33.0,17.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_140002,Friday,14.0,40.0,17.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_150002,Friday,15.0,45.0,27.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_160822,Friday,16.0,46.0,18.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_170002,Friday,17.0,44.0,16.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_180002,Friday,18.0,39.0,52.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_190002,Friday,19.0,31.0,24.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_200003,Friday,20.0,24.0,15.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200403_210002,Friday,21.0,17.0,6.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200404_010002,Saturday,1.0,,3.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200404_020002,Saturday,2.0,,2.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200404_030002,Saturday,3.0,,2.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200404_040002,Saturday,4.0,,2.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200404_050002,Saturday,5.0,,2.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200404_060002,Saturday,6.0,4.0,2.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200404_070002,Saturday,7.0,10.0,10.0
Gv7WGD85Zq4odvnLA; Wettingen SBB,https://goo.gl/maps/Gv7WGD85Zq4odvnLA; Wettingen SBB,20200404_080004,Saturday,8.0,17.0,17.0
